location_name,target_lat,target_lng,analysis_radius_km,nearby_construction_count,weighted_construction_risk,nearby_sinkhole_count,weighted_sinkhole_risk,avg_daily_visitors,total_daily_visitors,nearby_subway_stations,avg_subway_passengers,avg_rainfall,weighted_rainfall_risk,rainfall_amplification_factor,ongoing_construction_count,recent_sinkhole_count,population_density_score,total_subway_passengers,subway_congestion_risk,physical_risk_score,social_risk_score,final_risk_score,comprehensive_risk_level,comprehensive_risk_category,construction_rainfall_interaction,population_physical_interaction,subway_population_ratio,risk_density,activity_density,distance_from_center,total_infrastructure_risk,total_mobility_volume
서울시청,37.5665,126.978,0.5,1,1.0,24,0.9177157308139497,95162.496,83267184,4926,87380.26045473,0.0,0.0,1.0,0,0,95.162496,430435163,1.7476052090946,16.882867981104624,1444.9134920909462,100.0,매우높음,최고위험,0.0,1405788.8746303474,5.16932526300727,127.32395447351627,654066142.4236646,0.0,25,513702347
서울시청,37.5665,126.978,1.0,5,1.0,104,0.7647514804475624,95162.496,83267184,14778,69942.51414264448,3.5202156334231804,0.041432422025413945,1.0,0,0,95.162496,1033610474,1.3988502828528895,16.046379268547323,1441.4259428285288,100.0,매우높음,최고위험,0.041432422025413945,1336136.8150879154,12.413179021243483,31.830988618379067,355513200.1991987,0.0,109,1116877658
서울시청,37.5665,126.978,2.0,9,1.0,608,0.8144539948603362,40831.36608187135,104732454,39408,63115.52405602923,3.3517520215633425,0.040363755561759085,1.0,0,0,40.831366081871344,2487256572,1.2623104811205845,16.411133128165716,625.0935960392759,100.0,매우높음,최고위험,0.040363755561759085,1718778.245433492,23.748670572078158,7.957747154594767,206263932.9639236,0.0,617,2591989026
강남구청,37.5173,127.0473,0.5,0,0.0,40,0.8977061142699756,0.0,0,0,0.0,3.8793222949557182,0.03993068925683481,1.0,0,0,0.0,0,0.0,7.032276026451077,0.0,4.5709794171932,매우낮음,최저위험,0.0,0.0,0.0,5.81995175214087,0.0,0.08498899928815286,40,0
강남구청,37.5173,127.0473,1.0,1,1.0,101,0.8796628201148406,132860.81392694064,116386073,9852,32127.056435241575,3.8793222949557182,0.03993068925683481,1.0,0,0,132.86081392694064,316515760,0.6425411287048315,16.896951320287563,1999.3376201911576,100.0,매우높음,최고위험,0.03993068925683481,1966569.8098404347,2.719532922813429,31.830988618379067,137796933.19098437,0.08498899928815286,102,432901833
강남구청,37.5173,127.0473,2.0,23,1.0,511,0.7541657401511259,132860.81392694064,116386073,27093,49408.85210201897,3.8793222949557182,0.03993068925683481,1.0,0,1,132.86081392694064,1338634030,0.9881770420403795,15.955723220559706,2002.7939793245132,100.0,매우높음,최고위험,0.03993068925683481,1857023.967515857,11.501668404073842,7.957747154594767,115786820.84526435,0.08498899928815286,534,1455020103
서대문구청,37.5985,126.9316,0.5,0,0.0,9,0.804709507656449,0.0,0,2463,25941.53430775477,0.0,0.0,1.0,0,0,0.0,63893999,0.5188306861550954,6.035321307423367,5.188306861550954,5.738866251368023,매우낮음,최저위험,0.0,0.0,63893999.0,7.3069514531878115,81352366.19806895,0.05636452785218222,9,63893999
서대문구청,37.5985,126.9316,1.0,0,0.0,32,0.7972534691744407,0.0,0,2463,25941.53430775477,3.498806314978822,0.038814016172506724,1.0,0,0,0.0,63893999,0.5188306861550954,6.270506140102105,5.188306861550954,5.891736392609202,매우낮음,최저위험,0.0,0.0,63893999.0,1.8753979405563326,20338091.549517237,0.05636452785218222,32,63893999
서대문구청,37.5985,126.9316,2.0,5,1.2273994411507199,310,0.706951709620764,6120.5257142857145,5355460,17241,25732.71846180616,3.498806314978822,0.038814016172506724,1.0,0,0,6.120525714285715,443657799,0.5146543692361232,17.867237354956732,96.95442940664695,45.5477545730483,보통,중위험,0.04764030175894975,95687.27496497658,82.84213049072713,3.624575143518559,35731339.84182573,0.05636452785218222,315,449013259
송파구청,37.5145,127.1066,0.5,2,2.0,48,0.7010737028958287,0.0,0,0,0.0,3.653985367731999,0.0392375818251829,1.0,0,0,0.0,0,0.0,25.552334635407586,0.0,16.60901751301493,매우낮음,최저위험,0.0784751636503658,0.0,0.0,21.147257896769474,0.0,0.1387153920803364,50,0
송파구청,37.5145,127.1066,1.0,7,2.0,133,0.7357023553364451,50044.48630136986,43838970,11647,49369.15652099253,3.653985367731999,0.0392375818251829,1.0,0,0,50.044486301369865,575002566,0.9873831304198506,25.812049528712212,760.5411258247465,100.0,매우높음,최고위험,0.0784751636503658,1131573.664927729,13.116242304136199,31.830988618379067,196983378.8899622,0.1387153920803364,140,618841536
송파구청,37.5145,127.1066,2.0,7,2.0,348,0.7532185893540979,50044.48630136986,43838970,23628,36027.03385813442,3.653985367731999,0.0392375818251829,1.0,0,1,50.044486301369865,851246756,0.7205406771626883,25.943421283844607,757.8727012921748,100.0,매우높음,최고위험,0.0784751636503658,1137332.8673598252,19.41758067268504,7.957747154594767,71228658.89194891,0.1387153920803364,355,895085726
마포구청,37.5663,126.9019,0.5,0,0.0,59,0.5141403685706947,0.0,0,4926,18746.984165651644,3.463496341933,0.03889102810935695,1.0,0,0,0.0,92347644,0.3749396833130329,4.147735475100387,3.749396833130329,4.008316950410866,매우낮음,최저위험,0.0,0.0,92347644.0,5.1035476490953675,117580672.20392488,0.07610026281163228,59,92347644
마포구청,37.5663,126.9019,1.0,0,0.0,149,0.5997227094925818,0.0,0,4926,18746.984165651644,3.463496341933,0.03889102810935695,1.0,0,0,0.0,92347644,0.3749396833130329,4.78960303201454,3.749396833130329,4.425530862405067,매우낮음,최저위험,0.0,0.0,92347644.0,1.4086902251150097,29395168.05098122,0.07610026281163228,149,92347644
마포구청,37.5663,126.9019,2.0,2,1.0,425,0.8090767949207974,0.0,0,14778,22588.97212071999,3.463496341933,0.03889102810935695,1.0,0,1,0.0,333819830,0.4517794424143998,16.35975867272616,4.5177944241439985,12.215071185722403,매우낮음,최저위험,0.03889102810935695,0.0,333819830.0,0.9720444797135498,26564538.02329809,0.07610026281163228,427,333819830
홍대입구역,37.5572,126.9245,0.5,0,0.0,22,0.8269153148399997,55823.672374429225,48901537,2463,166366.1400730816,0.0,0.0,1.0,0,1,55.82367237442922,409759803,3.327322801461632,6.201864861299997,870.6283136310547,100.0,매우높음,최고위험,0.0,303280.7239838617,8.379282528905328,127.32395447351627,583985755.7292197,0.054302301976987044,22,458661340
